publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
American Journal of Psychiatric Rehabilitation	1548-7768	1548-7776	2004-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uapr20		uapr20		fulltext			serial									previously: Psychiatric Rehabilitation Skills (ISSN: 1097-3435, 1996-2003)		1548-7768	1548-7776					Current	
American Journal of Sexuality Education	1554-6128	1554-6136	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wajs20		wajs20		fulltext			serial									previously: Journal of Sex Education and Therapy (ISSN: 0161-4576, 1975-2001)		1554-6128	1554-6136					Current	
American Journalism	0882-1127	2326-2486	1983-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uamj20		uamj20		fulltext			serial											0882-1127	2326-2486					Current	
American Nineteenth Century History	1466-4658	1743-7903	2000-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=fanc20		fanc20		fulltext			serial											1466-4658	1743-7903					Current	
American Orthoptic Journal	0065-955X	1553-4448	1951-01-01	1	1	2017-12-31	66	1	http://www.tandfonline.com/openurl?genre=journal&stitle=uaoj20		uaoj20		fulltext			serial									now: Journal of Binocular Vision and Ocular Motility (ISSN: 2576-117X; 2018- ); transfer in (2018): University of Wisconsin		0065-955X	1553-4448					Current	
The Journal of Health and Physical Education		2326-7240	1930-01-01	1	1	1948-12-31	19	10	http://www.tandfonline.com/loi/ujrd20		ujrd20		fulltext			serial									now:Journal of Physical Education, Recreation & Dance (1982 - current)			2326-7240					Current	
American Review of Canadian Studies	0272-2011	1943-9954	1971-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rarc20		rarc20		fulltext			serial											0272-2011	1943-9954					Current	
Amyloid	1350-6129	1744-2818	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iamy20		iamy20		fulltext			serial											1350-6129	1744-2818			2015-08-01		Current	
Amyotrophic Lateral Sclerosis	1748-2968	1471-180X	2005-01-01	6	1	2012-10-31	13	sup1	http://www.tandfonline.com/openurl?genre=journal&stitle=iafd19		iafd19		fulltext			serial									now: Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration (ISSN: 2167-8421, 2013- ); previously: Amyotrophic Lateral Sclerosis and other Motor Neuron Disorders (ISSN: 1466-0822, 2000-2005)		1748-2968	1471-180X			2015-08-01		Current	
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration	2167-8421	2167-9223	2013-01-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iafd20		iafd20		fulltext			serial									previously: Amyotrophic Lateral Sclerosis (ISSN: 1748-2968, 2005-2012), Amyotrophic Lateral Sclerosis and other Motor Neuron Disorders (ISSN: 1466-0822, 2000-2005)		2167-8421	2167-9223			2015-08-01		Current	
Amyotrophic Lateral Sclerosis and other Motor Neuron Disorders	1466-0822		2000-01-01	1	1	2004-09-30	5	sup1	http://www.tandfonline.com/openurl?genre=journal&stitle=iafd18		iafd18		fulltext			serial									now: Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration (ISSN: 2167-8421, 2013- )		1466-0822				2015-08-01		Current	
Analytical Chemistry Letters	2229-7928	2230-7532	2011-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tacl20		tacl20		fulltext			serial									New to Taylor & Francis for 2013		2229-7928	2230-7532					Current	
Analytical Letters	0003-2719	1532-236X	1967-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=lanl20		lanl20		fulltext			serial											0003-2719	1532-236X					Current	
Anatolia: an International Journal of Tourism and Hospitality	1303-2917	2156-6909	1997-01-01	8	3				https://www.tandfonline.com/openurl?genre=journal&stitle=rana20		rana20		fulltext			serial											1303-2917	2156-6909					Current	
Ancient Biomolecules	1358-6122		2002-01-01	4	1	2002-12-31	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ganb20		ganb20		fulltext			serial									Ceased (2002)		1358-6122						Current	
Angelaki	0969-725X	1469-2899	1996-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cang20		cang20		fulltext			serial											0969-725X	1469-2899					Current	
Animal Biotechnology	1049-5398	1532-2378	1990-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=labt20		labt20		fulltext			serial											1049-5398	1532-2378					Current	
Animal Cells and Systems	1976-8354	2151-2485	2008-01-01	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tacs20		tacs20		fulltext			serial									Open Access; previously: Integrative Biosciences (ISSN: 1738-6357, 2005-2007), Korean Journal of Biological Sciences (ISSN: 1226-5071, 1997-2004)		1976-8354	2151-2485					Current	
Ankara Papers	1474-7782	1940-218X	2004-01-01	9	1	2005-12-31	16	1	http://www.tandfonline.com/openurl?genre=journal&stitle=fank20		fank20		fulltext			serial									Ceased:2005		1474-7782	1940-218X					Current	
Annales de la Societe Entomologique de France	0037-9271	2168-6351	2002-01-01	38	4				https://www.tandfonline.com/openurl?genre=journal&stitle=tase20		tase20		fulltext			serial											0037-9271	2168-6351					Current	
Annals of Clinical Psychiatry	1040-1237	1547-3325	1989-01-01	1	1	2008-12-31	20	4	http://www.tandfonline.com/openurl?genre=journal&stitle=iacp20		iacp20		fulltext			serial									Transfer out (2008): American Academy of Clinical Psychiatrists		1040-1237	1547-3325					Current	
Annals of Human Biology	0301-4460	1464-5033	1974-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iahb20		iahb20		fulltext			serial											0301-4460	1464-5033			2015-08-01		Current	
Annals of Leisure Research	1174-5398	2159-6816	1998-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ranz20		ranz20		fulltext			serial											1174-5398	2159-6816					Current	
Annals of Medicine	0785-3890	1365-2060	1989-01-01	21	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iann20		iann20		fulltext			serial											0785-3890	1365-2060			2015-08-01		Current	
Annals of Science	0003-3790	1464-505X	1936-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tasc20		tasc20		fulltext			serial											0003-3790	1464-505X					Current	
Annals of Tropical Medicine & Parasitology	0003-4983	1364-8594	1907-01-01	1	1-5	2011-12-31	105	8	http://www.tandfonline.com/openurl?genre=journal&stitle=ypgh19		ypgh19		fulltext			serial									now: Pathogens and Global Health (ISSN: 2047-7724, 2012- )		0003-4983	1364-8594			2015-12-01		Current	
Annals of Tropical Paediatrics	0272-4936	1465-3281	1981-01-01	1	1	2011-11-30	31	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ypch19		ypch19		fulltext			serial									now: Paediatrics and International Child Health (ISSN: 2046-9047, 2012- )		0272-4936	1465-3281			2015-12-01		Current	
Annals of the Association of American Geographers	0004-5608	1467-8306	1911-01-01	1	1	2015-11-30	105	6	https://www.tandfonline.com/openurl?genre=journal&stitle=raag20		raag20		fulltext			serial									now: Annals of the American Association of Geographers (ISSN: 2469-4452, 2016- )		0004-5608	1467-8306					Current	
Annals of the International Communication Association	2380-8985	2380-8977	1977-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rica20		rica20		fulltext			serial									New for 2017		2380-8985	2380-8977			2016-11-20		Current	
Annual Review of Health Social Science	1036-6733		1991-01-01	1	1	2000-12-31	10	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rhsr19		rhsr19		fulltext			serial									now: Health Sociology Review (ISSN: 1446-1242, 2001- )		1036-6733						Current	
Annual Review of Sex Research	1053-2528		1990-01-01	1	1	2007-12-31	18	1	http://www.tandfonline.com/openurl?genre=journal&stitle=hzsr20		hzsr20		fulltext			serial									incorporated into (2007): Journal of Sex Research, The (ISSN: 0022-4499)		1053-2528						Current	
Anthropological Forum	0066-4677	1469-2902	1963-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=canf20		canf20		fulltext			serial											0066-4677	1469-2902					Current	
Soviet Anthropology and Archeology	0038-528X		1962-01-01	1	1	1992-05-31	30	4	http://www.tandfonline.com/openurl?genre=journal&stitle=maae20		maae20		fulltext			serial									now: Anthropology & Archeology of Eurasia		0038-528X						Current	
Anthropology & Medicine	1364-8470	1469-2910	1996-01-01	3	2				https://www.tandfonline.com/openurl?genre=journal&stitle=canm20		canm20		fulltext			serial											1364-8470	1469-2910					Current	
Anthropology Now	1942-8200	1949-2901	2011-04-01	3	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uann20		uann20		fulltext			serial									New for 2015		1942-8200	1949-2901			2015-12-01		Current	
Anthropology Southern Africa	2332-3256	2332-3264	2004-01-01	27	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=rasa20		rasa20		fulltext			serial									Transfer in (2014): Rosslyn Press Publishers.		2332-3256	2332-3264					Current	
Anthrozoos	0892-7936	1753-0377	1988-01-01	1	4				https://www.tandfonline.com/openurl?genre=journal&stitle=rfan20		rfan20		fulltext			serial									transfer in (2015): Bloomsbury		0892-7936	1753-0377					Current	
Anxiety, Stress & Coping	1061-5806	1477-2205	1992-01-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gasc20		gasc20		fulltext			serial									previously: Anxiety Research (1988-1991)		1061-5806	1477-2205					Current	
Aphasiology	0268-7038	1464-5041	1987-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=paph20		paph20		fulltext			serial											0268-7038	1464-5041					Current	
Applicable Analysis	0003-6811	1563-504X	1971-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gapa20		gapa20		fulltext			serial											0003-6811	1563-504X					Current	
Applied Artificial Intelligence	0883-9514	1087-6545	1996-02-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uaai20		uaai20		fulltext			serial											0883-9514	1087-6545					Current	
Applied Developmental Science	1088-8691	1532-480X	1997-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hads20		hads20		fulltext			serial											1088-8691	1532-480X					Current	
Applied Earth Science (2018)	2572-6838	2572-6846	2018-01-01	127	1				https://www.tandfonline.com/openurl?genre=journal&stitle=yaes21		yaes21		fulltext			serial									previously: Applied Earth Science (Transactions of the Institutions of Mining and Metallurgy: Section B) (ISSN: 0371-7453; 2000-2017)		2572-6838	2572-6846					Current	
Applied Earth Science (Transactions of the Institutions of Mining and Metallurgy: Section B)	0371-7453	1743-2758	2000-04-01	109	1	2017-12-31	126	4	https://www.tandfonline.com/openurl?genre=journal&stitle=yaes20		yaes20		fulltext			serial									now: Applied Earth Science (2018) (ISSN: 2572-6838; 2018- ); transfer in (2016): Maney		0371-7453	1743-2758			2015-12-01		Current	
Applied Economics	0003-6846	1466-4283	1969-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=raec20		raec20		fulltext			serial									incorporates (2014): Applied Financial Economics (ISSN: 0960-3107)		0003-6846	1466-4283					Current	
Applied Economics Letters	1350-4851	1466-4291	1994-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rael20		rael20		fulltext			serial									incorporates (2008): Applied Financial Economics Letters (ISSN: 1744-6546)		1350-4851	1466-4291					Current	
Applied Environmental Education & Communication	1533-015X	1533-0389	2002-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ueec20		ueec20		fulltext			serial											1533-015X	1533-0389					Current	
Applied Financial Economics	0960-3107	1466-4305	1991-01-01	1	1	2014-12-31	24	24	https://www.tandfonline.com/openurl?genre=journal&stitle=rafe20		rafe20		fulltext			serial									incorporated into (2014): Applied Economics (ISSN: 0003-6846)		0960-3107	1466-4305					Current	
Applied Financial Economics Letters	1744-6546	1744-6554	2005-01-01	1	1	2008-12-31	4	6	https://www.tandfonline.com/openurl?genre=journal&stitle=rafl20		rafl20		fulltext			serial									incorporated into (2008): Applied Economics Letters (ISSN: 1350-4851)		1744-6546	1744-6554					Current	
Applied Occupational and Environmental Hygiene	1047-322X	1521-0898	1990-01-01	5	1	2003-12-31	18	12	https://www.tandfonline.com/openurl?genre=journal&stitle=uaoh20		uaoh20		fulltext			serial									now: Journal of Occupational and Environmental Hygiene. previously: Applied Industrial Hygiene (1986-1989)		1047-322X	1521-0898					Current	
Applied Mathematical Finance	1350-486X	1466-4313	1994-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ramf20		ramf20		fulltext			serial											1350-486X	1466-4313					Current	
Applied Measurement in Education	0895-7347	1532-4818	1988-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hame20		hame20		fulltext			serial											0895-7347	1532-4818					Current	
Applied Mobilities	2380-0127	2380-0135	2016-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rapm20		rapm20		fulltext			serial									new for 2016		2380-0127	2380-0135			2016-05-01		Current	
Applied Neuropsychology	0908-4282	1532-4826	1994-01-01	1	1-2	2011-10-31	18	4	https://www.tandfonline.com/openurl?genre=journal&stitle=hapn21		hapn21		fulltext			serial									split into (2012): Applied Neuropsychology: Adult (ISSN: 2327-9095) and Applied Neuropsychology: Child (ISSN: 2162-2965)		0908-4282	1532-4826					Current	
Applied Neuropsychology: Adult	2327-9095	2327-9109	2012-01-01	19	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hapn20		hapn20		fulltext			serial									split from: Applied Neuropsychology (ISSN: 0908-4282, 1994-2011)		2327-9095	2327-9109					Current	
Applied Neuropsychology: Child	2162-2965	2162-2973	2012-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hapc20		hapc20		fulltext			serial									split from: Applied Neuropsychology (ISSN: 0908-4282, 1994-2011)		2162-2965	2162-2973					Current	
Applied Spectroscopy Reviews	0570-4928	1520-569X	1967-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=laps20		laps20		fulltext			serial											0570-4928	1520-569X					Current	
Aquaculture Economics & Management	1365-7305	1551-8663	1997-01-01	1	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=uaqm20		uaqm20		fulltext			serial											1365-7305	1551-8663					Current	
Aquatic Ecosystem Health & Management	1463-4988	1539-4077	1998-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uaem20		uaem20		fulltext			serial											1463-4988	1539-4077					Current	
Aquatic Insects	0165-0424	1744-4152	1979-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=naqi20		naqi20		fulltext			serial											0165-0424	1744-4152					Current	
Arab Journal of Basic and Applied Sciences		2576-5299	2018-01-01	25	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tabs20		tabs20		fulltext			serial									Open Access; previously: Journal of the Association of Arab Universities for Basic and Applied Sciences (eISSN: 2213-1574; 2010-2018)			2576-5299					Current	
Arabic & Middle Eastern Literature	1366-6169	1469-2929	1998-01-01	1	1	2001-07-31	4	2	https://www.tandfonline.com/openurl?genre=journal&stitle=came19		came19		fulltext			serial									now: Middle Eastern Literatures (ISSN: 1475-262X, 2002- )		1366-6169	1469-2929					Current	
Arboricultural Journal	0307-1375	2168-1074	1974-09-01	2	7				https://www.tandfonline.com/openurl?genre=journal&stitle=tarb20		tarb20		fulltext			serial									previously: Arboricultural Association Journal (1900-1974)		0307-1375	2168-1074					Current	
