'publication_title'	'print_identifier'	'online_identifier'	'date_first_issue_online'	'num_first_vol_online'	'num_first_issue_online'	'date_last_issue_online'	'num_last_vol_online'	'num_last_issue_online'	'title_url'	'first_author'	'title_id'	'embargo_info'	'coverage_depth'	'coverage_notes'	'notes'	'publisher_name'	'publication_type'	'date_monograph_published_print'	'date_monograph_published_online'	'monograph_volume'	'monograph_edition'	'first_editor'	'parent_publication_title_id'	'preceding_publication_title_id'	'access_type'
'Demystifying Marketing: a guide to the fundamentals for engineers'	'9780863418068'	'9780863417061'	'2007'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbmt023e'	'Forsyth'	'pbmt023e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2007'	'2007'	''	''	''	''	''	'P'
'Design and Development of Multi-Lane Smart Electromechanical Actuators'	'9781849196550'	'9781849196567'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce093e'	'Annaz'	'pbce093e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Design of High Frequency Integrated Analogue Filters'	'9780852969762'	'9781849190169'	'2002'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs014e'	''	'pbcs014e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2002'	'2002'	''	''	''	''	''	'P'
'Design of Modern Control Systems'	'9780906048740'	'9781849193344'	'1982'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce020e'	''	'pbce020e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1982'	'1982'	''	''	''	''	''	'P'
'Design of Multi-Frequency CW Radars'	'9781891121562'	'9781613531327'	'2007'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra004e'	'Jankiraman'	'sbra004e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2007'	'2007'	''	''	''	''	''	'P'
'Designing Amplifier Circuits (Analog Circuit Design Series: Volume 1)'	'9781891121869'	'9781613530603'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/sbcs013e'	'Feucht'	'sbcs013e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Designing Businesses: how to develop and lead a high technology company'	'9780852968918'	'9781849194211'	'1997'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbmt018e'	'Young'	'pbmt018e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1997'	'1997'	''	''	''	''	''	'P'
'Designing Dynamic Circuit Response (Analog Circuit Design Series: Volume 2)'	'9781891121838'	'9781613530610'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/sbcs014e'	'Feucht'	'sbcs014e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Designing Electronic Systems for EMC'	'9781891121425'	'9781613531051'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew041e'	'Duff'	'sbew041e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'Designing High-Performance Amplifiers (Analog Circuit Design Series: Volume 3)'	'9781891121845'	'9781613530627'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/sbcs015e'	'Feucht'	'sbcs015e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Designing Waveform-Processing Circuits (Analog Circuit Design Series: Volume 4)'	'9781891121852'	'9781613530634'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/sbcs016e'	'Feucht'	'sbcs016e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Deterministric Control of Uncertain Systems'	'9780863411700'	'9781849193412'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce040e'	''	'pbce040e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'Developing Effective Engineering Leadership'	'9780852962145'	'9780863417009'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbmt021e'	'Morrison'	'pbmt021e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Developing a Make or Buy Strategy for Manufacturing Business'	'9780852968635'	'9781849194198'	'1997'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbme101e'	'Probert'	'pbme101e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1997'	'1997'	''	''	''	''	''	'P'
'Developments in Control Theory Towards Glocal Control'	'9781849195331'	'9781849195348'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce076e'	''	'pbce076e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'Digital Protection for Power Systems'	'9780863413032'	'9781849194310'	'1995'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo015e'	'Johns'	'pbpo015e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1995'	'1995'	''	''	''	''	''	'P'
'Digital Signal Filtering, Analysis and Restoration'	'9780852967607'	'9781849191821'	'2000'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte044e'	'Jan'	'pbte044e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2000'	'2000'	''	''	''	''	''	'P'
'Digital Signal Processing: principles, devices and applications'	'9780863412103'	'9781849193436'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce042e'	''	'pbce042e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'Digital Techniques for Wideband Receivers'	'9781891121265'	'9781613531334'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra005e'	'Tsui'	'sbra005e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Digital Techniques for Wideband Receivers'	'9781613532171'	'9781613532188'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra511e'	'Tsui'	'sbra511e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'Digital and Analogue Instrumentation: Testing and measurement'	'9780852969991'	'9781849190015'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbel011e'	'Kularatna'	'pbel011e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Digital communications: Principles and systems'	'9781849196116'	'9781849196123'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte058e'	'Otung'	'pbte058e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Distributed Control and Filtering for Industrial Systems'	'9781849196079'	'9781849196086'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce088e'	'Mahmoud'	'pbce088e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'Distributed Feedback Semiconductor Lasers'	'9780852969175'	'9781849191661'	'1998'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs010e'	'Carroll'	'pbcs010e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1998'	'1998'	''	''	''	''	''	'P'
'Distributed Generation'	'9780863419584'	'9781849191166'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbrn001e'	'Jenkins'	'pbrn001e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Distribution Switchgear'	'9780852961070'	'9781849190572'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo046e'	'Stewart'	'pbpo046e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Distribution System Analysis and Automation'	'9781849196598'	'9781849196604'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo068e'	'Gers'	'pbpo068e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Driver Adaptation to Information and Assistance Systems'	'9781849196390'	'9781849196406'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbsp009e'	''	'pbsp009e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'Dynamic Ad-Hoc Networks'	'9781849196475'	'9781849196482'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte059e'	''	'pbte059e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'EMC Pocket Guide: Key EMC Facts, Equations and Data'	'9781613531914'	'9781613531921'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew519e'	''	'sbew519e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'EMI Troubleshooting Cookbook for Product Designers'	'9781613530191'	'9781613530412'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew510e'	'André'	'sbew510e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Economic Evaluation of Projects in the Electricity Supply Industry'	'9780863413049'	'9781849190503'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo044e'	'Khatib'	'pbpo044e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Economic Evaluation of Projects in the Electricity Supply Industry'	'9781849197472'	'9781849197489'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo070e'	'Khatib'	'pbpo070e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Effective Team Leadership for Engineers'	'9780863419546'	'9781849191005'	'2009'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbmt025e'	'Wellington'	'pbmt025e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2009'	'2009'	''	''	''	''	''	'P'
'Eigenstructure Control Algorithms: Applications to aircraft/rotorcraft handling qualities design'	'9781849192590'	'9781849192606'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce074e'	'Srinathkumar'	'pbce074e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'Electric Fuses'	'9780863413995'	'9781849190510'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo049e'	'Wright'	'pbpo049e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
