publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	mongraph_edition	first_editor	parent_publication_title_id	Preceding_publication_title_id	access_type	frequency
Antitrust	0162-7996		1986			2013			http://heinonline.org/HOL/Index?index=journals/antitruma&collection=journals		antitruma	P2Y	fulltext		"American Bar Association"	serial								P	3
"Antitrust Bulletin"	0003-603X		1955			2014			http://heinonline.org/HOL/Index?index=journals/antibull&collection=journals		antibull	P3Y	fulltext		"SAGE Publications"	serial								P	4
"Antitrust Law & Economics Review"			1967			2009			http://heinonline.org/HOL/Index?index=journals/antlervi&collection=journals		antlervi		fulltext			serial								P	
Antitrust Law Journal 	0003-6056		1967	32		2012	78		http://heinonline.org/HOL/Index?index=journals/antil		antil	P2Y	fulltext		American Bar Association	serial								P	3
"Antitrust (Newsletter)"			1978			1986			http://heinonline.org/HOL/Index?index=journals/antitrust&collection=journals		antitrust		fulltext		"American Bar Association"	serial								P	
"Appalachian Journal of Law"	1542-4138		2002						http://heinonline.org/HOL/Index?index=journals/appalwj&collection=journals		appalwj		fulltext		"Appalachian School of Law"	serial								P	2
"Appalachian Natural Resources Law Journal"			2006			2015			http://heinonline.org/HOL/Index?index=journals/anrlj&collection=journals		anrlj		fulltext		"Appalachian School of Law"	serial								P	1
"Appeal: Review of Current Law and Law Reform"	1205-612X		1995						http://heinonline.org/HOL/Index?index=journals/appeal&collection=journals		appeal		fulltext		"University of Victoria's Faculty of Law"	serial								P	1
"Arab Law Quarterly"	1573-0255		1985			2013			http://heinonline.org/HOL/Index?index=journals/arablq&collection=journals		arablq	P2Y	fulltext		"Brill Academic Publishers"	serial								P	4
Arbitration Brief 			2012	2					http://heinonline.org/HOL/Index?index=journals/incoarbri		incoarbri		fulltext		American University Washington College of Law	serial								P	1
"Arbitration News"			1924			1925			http://heinonline.org/HOL/Index?index=journals/arbitinew&collection=journals		arbitinew		fulltext			serial								P	
Architects' Law Reports and Review 			1905	2		1909	4		http://heinonline.org/HOL/Index?index=journals/archlre		archlre		fulltext			serial								P	
"Arizona Journal of Environmental Law & Policy"			2010						http://heinonline.org/HOL/Index?index=journals/arijel&collection=journals		arijel		fulltext		"University of Arizona James E. Rogers College of Law"	serial								P	2
"Arizona Journal of International and Comparative Law"	0743-6963		1982						http://heinonline.org/HOL/Index?index=journals/ajicl&collection=journals		ajicl		fulltext		"University of Arizona James E. Rogers College of Law"	serial								P	3
"Arizona Law Review"	0004-153X		1959						http://heinonline.org/HOL/Index?index=journals/arz&collection=journals		arz		fulltext		"University of Arizona James E. Rogers College of Law"	serial								P	4
Law and the Social Order 	0164-4297		1969			1973			http://heinonline.org/HOL/Index?index=journals/arzjl		arzjl		fulltext		Arizona State University College of Law	serial								P	4
Phoenix Law Review  	2160-2344		2008	1		2013	6		http://heinonline.org/HOL/Index?index=journals/phnxlwrv		phnxlwrv		fulltext		Phoenix School of Law	serial								P	4
"Arkansas Law Journal"			1877	1	1	1877	1		http://heinonline.org/HOL/Index?index=journals/arkjnal&collection=journals		arkjnal		fulltext			serial								P	
"Arkansas Law Review"	0004-1831		1946						http://heinonline.org/HOL/Index?index=journals/arklr&collection=journals		arklr		fulltext		"University of Arkansas School of Law - Fayetteville"	serial								P	4
"Army Lawyer"	0364-1287		1971						http://heinonline.org/HOL/Index?index=journals/armylaw&collection=journals		armylaw		fulltext		"The Judge Advocate General's Legal Center and School"	serial								P	12
"Asia Pacific Journal of Environmental Law"	1385-2140		1996						http://heinonline.org/HOL/Index?index=journals/apjel&collection=journals		apjel		fulltext		"Australian Centre for Climate and Environmental Law"	serial								P	1
"Asia-Pacific Journal on Human Rights and the Law"	1388-1906		2000			2013			http://heinonline.org/HOL/Index?index=journals/apjur&collection=journals		apjur	P2Y	fulltext		"Brill Academic Publishers"	serial								P	2
"Asia Pacific Law Review"	1019-2557		1992			2014			http://heinonline.org/HOL/Index?index=journals/asiaplwre&collection=journals		asiaplwre	P1Y	fulltext		"City University of Hong Kong"	serial								P	2
"Asia-Pacific Yearbook of International Humanitarian Law"			2005			2011			http://heinonline.org/HOL/Index?index=journals/apyhul&collection=journals		apyhul		fulltext		"University of the Philippines"	serial								P	1
Asian American Law Journal 	1078-439X		2006	13					http://heinonline.org/HOL/Index?index=journals/aslj		aslj		fulltext		University of California Berkeley School of Law	serial								P	1
"Asian Journal of WTO and International Health Law and Policy"	1819-5164		2006						http://heinonline.org/HOL/Index?index=journals/aihlp&collection=journals		aihlp		fulltext		"National Taiwan University"	serial								P	2
Asian Pacific American Law Journal 	1077-0682		2006	11					http://heinonline.org/HOL/Index?index=journals/asiapalj		asiapalj		fulltext		UCLA School of Law	serial								P	1
"Asian-Pacific Law & Policy Journal"	1541-244X		2000						http://heinonline.org/HOL/Index?index=journals/aplpj&collection=journals		aplpj		fulltext		"University of Hawaii School of Law"	serial								P	3
"Asper Review of International Business and Trade Law"	1496-9572		2001						http://heinonline.org/HOL/Index?index=journals/asperv&collection=journals		asperv		fulltext		"University of Manitoba"	serial								P	1
"Attacks on Justice"			1988			2005			http://heinonline.org/HOL/Index?index=icj/attaojus&collection=journals		attaojus		fulltext			serial	1989							P	
"Auckland University Law Review"	0067-0510		1967						http://heinonline.org/HOL/Index?index=journals/auck&collection=journals		auck		fulltext		"Auckland University Law Students' Society"	serial								P	1
Australian and New Zealand Maritime Law Journal 	1834-0881		1983	1					http://heinonline.org/HOL/Index?index=journals/ausnewma		ausnewma		fulltext		Maritime Law Association of Australia and New Zealand	serial								P	2
"Australian Feminist Law Journal"	1320-0968		1993			2013			http://heinonline.org/HOL/Index?index=journals/afemlj&collection=journals		afemlj	P5Y	fulltext		"Taylor and Francis"	serial								P	2
Australian Indigenous Law Review 	1835-0186		2007	11					http://heinonline.org/HOL/Index?index=journals/austindlr		austindlr		fulltext		University of New South Wales	serial								P	2
Australian International Law Journal 	1325-5029		1994	11					http://heinonline.org/HOL/Index?index=journals/austintlj		austintlj		fulltext		New South Wales Institute of Technology	serial								P	1
"Australian Journal of Law and Society"			1982			2001			http://heinonline.org/HOL/Index?index=journals/aujls&collection=journals		aujls		fulltext			serial								P	
Australian Journal of Legal Philosophy 	1440-4982		1996	21					http://heinonline.org/HOL/Index?index=journals/ajlph		ajlph		fulltext		Monash University	serial								P	1
"Australian Law Librarian"	1039-6616		1993			2014			http://heinonline.org/HOL/Index?index=journals/auslwlib&collection=journals		auslwlib	P1Y	fulltext		"Australian Law Librarians' Association"	serial								P	4
"Australian Law Times"			1879			1928			http://heinonline.org/HOL/Index?index=journals/ausianlati&collection=journals		ausianlati		fulltext			serial								P	
Australian Resources and Energy Law Journal 			2003	22		2007	26		http://heinonline.org/HOL/Index?index=journals/ausreen		ausreen	Coverage is from volume 1 to 26. Based on the contract with the publisher no additional content will be added.	fulltext	No additional content will be added	AMPLA Limited the Resources and Energy Law Association.	serial								P	3
"Australian Tax Forum"	0812-695X		1984			2014			http://heinonline.org/HOL/Index?index=journals/austraxrum&collection=journals		austraxrum	P1Y	fulltext		"Taxation Institute of Australia"	serial								P	4
"Australian Year Book of International Law"	0084-7658		1965			2012			http://heinonline.org/HOL/Index?index=journals/ayil&collection=journals		ayil	P2Y	fulltext		"Australian National University"	serial								P	1
"Ave Maria Law Review"	1541-4221		2003						http://heinonline.org/HOL/Index?index=journals/avemar&collection=journals		avemar		fulltext		"Ave Maria School of Law"	serial								P	2
"Baku State University Law Review"			2015						http://heinonline.org/HOL/Index?index=journals/bakustulr&collection=journals		bakustulr		fulltext		"Baku State University Law School"	serial								P	2
"Baltimore Law Transcript: A Journal of Law and General Intelligence"			1868			1870			http://heinonline.org/HOL/Index?index=journals/balltrjgi&collection=journals		balltrjgi		fulltext			serial								P	
Banka ve Ticaret Hukuku Dergisi 	1300-1396		1961	1		2016	32		http://heinonline.org/HOL/Index?index=journals/bnkavthd		bnkavthd		fulltext		Ankara Universitesi Cebeci Kampusu	serial								P	4
"Banking Law Journal"	0005-5506		1889			2012			http://heinonline.org/HOL/Index?index=journals/blj&collection=journals		blj	P3Y	fulltext		"A. S. Pratt & Sons"	serial								P	10
"Bar Examination Annual (London)"			1893			1894			http://heinonline.org/HOL/Index?index=journals/barexaul&collection=journals		barexaul		fulltext			serial								P	
"Bar Examination Journal"			1873			1892			http://heinonline.org/HOL/Index?index=journals/barexjo&collection=journals		barexjo		fulltext			serial								P	
"Bar Examination Papers, Questions and Answers"			1901			1911			http://heinonline.org/HOL/Index?index=journals/brinatpap&collection=journals		brinatpap		fulltext			serial								P	
"Bar Executive Key Handbook"			1965			1974			http://heinonline.org/HOL/Index?index=journals/brexhndk&collection=journals		brexhndk		fulltext			serial								P	
"Bar Leader"	0099-1031		1975			2016			http://heinonline.org/HOL/Index?index=external-journals/barlead&collection=journals		barlead	P1Y	fulltext		"American Bar Association"	serial								P	6
Barrister			1894			1897			http://heinonline.org/HOL/Index?index=journals/baristr&collection=journals		baristr		fulltext			serial								P	
"Barrister (ABA)"			1974			1996			http://heinonline.org/HOL/Index?index=journals/barraba&collection=journals		barraba		fulltext		"American Bar Association"	serial								P	4
"Barry Law Review"			2000						http://heinonline.org/HOL/Index?index=journals/barry&collection=journals		barry		fulltext		"Barry University School of Law"	serial								P	2
"Baylor Law Review"	0005-7274		1948						http://heinonline.org/HOL/Index?index=journals/baylr&collection=journals		baylr		fulltext		"Baylor University Law School"	serial								P	3
"Beijing Law Review"	2159-4627		2010						http://heinonline.org/HOL/Index?index=journals/beijlar&collection=journals		beijlar		fulltext		"Scientific Research"	serial								P	4
Revue Belge de Droit International 	0035-0788		1965	1		2011	44		http://heinonline.org/HOL/Index?index=journals/belgeint		belgeint		fulltext		Bruylant Publishing Company	serial								P	2
"Bell Yard: Journal of the Law Society's School of Law"			1927			1939			http://heinonline.org/HOL/Index?index=journals/belyrd&collection=journals		belyrd		fulltext			serial								P	
"Belmont Law Review"			2014						http://heinonline.org/HOL/Index?index=journals/belmolre&collection=journals		belmolre		fulltext		"Belmont University College of Law"	serial								P	1
"Bench and Bar"			1905			1920			http://heinonline.org/HOL/Index?index=journals/bab&collection=journals		bab		fulltext			serial								P	
"Bench and Bar"			1869			1874			http://heinonline.org/HOL/Index?index=journals/benba&collection=journals		benba		fulltext			serial								P	
"Bench and Bar: The National Legal Newspaper"			1931			1945			http://heinonline.org/HOL/Index?index=journals/bebalenw&collection=journals		bebalenw		fulltext			serial								P	
Benchmark			1983			1993			http://heinonline.org/HOL/Index?index=journals/bnchmk&collection=journals		bnchmk		fulltext			serial								P	
"Bergin Hall Review"			1951			1951			http://heinonline.org/HOL/Index?index=journals/berghlr&collection=journals		berghlr		fulltext			serial								P	
"Berkeley Business Law Journal"	1548-7067		2004						http://heinonline.org/HOL/Index?index=journals/berkbusj&collection=journals		berkbusj		fulltext		"University of California Berkeley School of Law"	serial								P	2
Berkeley Journal of African-American Law & Policy 	1086-6620		2006	8					http://heinonline.org/HOL/Index?index=journals/afamlpol		afamlpol		fulltext		University of California Berkeley School of Law	serial								P	1
Berkeley Journal of Criminal Law 	1934-9629		2006	11					http://heinonline.org/HOL/Index?index=journals/bjcl		bjcl		fulltext		University of California Berkeley School of Law	serial								P	2
