	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_issue_online	num_first_vol_online	date_last_issue_online	num_last_issue_online	num_last_vol_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	title_availability
127	Choosing to Lead: Understanding Congressional Foreign Policy Entrepreneurs	9780822345039.0	9780822390909.0							http://doi.org/10.1215/9780822390909	Carter, Ralph			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
128	A Language of Song: Journeys in the Musical World of the African Diaspora	9780822343806.0	9780822392071.0							http://doi.org/10.1215/9780822392071	Charters, Samuel			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
129	Emergence and Embodiment: New Essays on Second-Order Systems Theory	9780822346005.0	9780822391388.0							http://doi.org/10.1215/9780822391388	Clarke, Bruce			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
130	A Body Worth Defending: Immunity, Biopolitics, and the Apotheosis of the Modern Body	9780822345350.0	9780822391111.0							http://doi.org/10.1215/9780822391111	Cohen, Ed			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
131	Democracy and Other Neoliberal Fantasies: Communicative Capitalism and Left Politics	9780822345053.0	9780822390923.0							http://doi.org/10.1215/9780822390923	Dean, Jodi			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
132	River of Tears: Country Music, Memory, and Modernity in Brazil	9780822345374.0	9780822391098.0							http://doi.org/10.1215/9780822391098	Dent, Alexander			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
133	The Dictator's Seduction: Politics and the Popular Imagination in the Era of Trujillo	9780822344865.0	9780822390862.0							http://doi.org/10.1215/9780822390862	Derby, Lauren			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
134	The Speed Handbook: Velocity, Pleasure, Modernism	9780822344421.0	9780822392378.0							http://doi.org/10.1215/9780822392378	Duffy, Enda			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
135	Surviving against the Odds: Village Industry in Indonesia	9780822346876.0	9780822392613.0							http://doi.org/10.1215/9780822392613	Dunham, S.			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
136	Managing African Portugal: The Citizen-Migrant Distinction	9780822345121.0	9780822390985.0							http://doi.org/10.1215/9780822390985	Fikes, Kesha			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
137	Anthropological Futures	9780822344766.0	9780822390794.0							http://doi.org/10.1215/9780822390794	Fischer, Michael			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
138	Words in Motion: Toward a Global Lexicon	9780822345367.0	9780822391104.0							http://doi.org/10.1215/9780822391104	Gluck, Carol			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
139	Theology of Money	9780822344506.0	9780822392552.0							http://doi.org/10.1215/9780822392552	Goodchild, Philip			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
140	Derrida and the Time of the Political	9780822343721.0	9780822390091.0							http://doi.org/10.1215/9780822390091	Guerlac, Suzanne			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
141	New Languages of the State: Indigenous Resurgence and the Politics of Knowledge in Bolivia	9780822345466.0	9780822391173.0							http://doi.org/10.1215/9780822391173	Gustafson, Bret			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
142	Women Build the Welfare State: Performing Charity and Creating Rights in Argentina, 18801955	9780822343479.0	9780822389460.0							http://doi.org/10.1215/9780822389460	Guy, Donna			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
143	Reframing Bodies: AIDS, Bearing Witness, and the Queer Moving Image	9780822346012.0	9780822391401.0							http://doi.org/10.1215/9780822391401	Hallas, Roger			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
144	Ruins of Modernity	9780822344742.0	9780822390749.0							http://doi.org/10.1215/9780822390749	Hell, Julia			fulltext		Duke University Press	Monograph	2010.0	2009.0						P	Available
145	The Indonesia Reader: History, Culture, Politics	9780822344247.0	9780822392279.0							http://doi.org/10.1215/9780822392279	Hellwig, Tineke			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
146	Inherent Vice: Bootleg Histories of Videotape and Copyright	9780822343769.0	9780822392194.0							http://doi.org/10.1215/9780822392194	Hilderbrand, Lucas			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
147	Online a Lot of the Time: Ritual, Fetish, Sign	9780822344483.0	9780822392224.0							http://doi.org/10.1215/9780822392224	Hillis, Ken			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
148	Communities of Sense: Rethinking Aesthetics and Politics	9780822345138.0	9780822390978.0							http://doi.org/10.1215/9780822390978	Hinderliter, Beth			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
149	Genocide: Truth, Memory, and Representation	9780822344056.0	9780822392361.0							http://doi.org/10.1215/9780822392361	Hinton, Alexander			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
150	Liquidated: An Ethnography of Wall Street	9780822345992.0	9780822391371.0							http://doi.org/10.1215/9780822391371	Ho, Karen			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
151	The Indian Craze: Primitivism, Modernism, and Transculturation in American Art, 18901915	9780822344087.0	9780822392095.0							http://doi.org/10.1215/9780822392095	Hutchinson, Elizabeth			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
152	The Palm at the End of the Mind: Relatedness, Religiosity, and the Real	9780822343813.0	9780822392439.0							http://doi.org/10.1215/9780822392439	Jackson, Michael			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
153	Feminist Agendas and Democracy in Latin America	9780822344490.0	9780822392569.0							http://doi.org/10.1215/9780822392569	Jaquette, Jane			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
154	Hitting the Brakes: Engineering Design and the Production of Knowledge	9780822345411.0	9780822391043.0							http://doi.org/10.1215/9780822391043	Johnson, Ann			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
155	Bricks Without Straw: A Novel	9780822344131.0	9780822392347.0							http://doi.org/10.1215/9780822392347	Karcher, Carolyn			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
156	The Proletarian Gamble: Korean Workers in Interwar Japan	9780822344179.0	9780822392293.0							http://doi.org/10.1215/9780822392293	Kawashima, Ken			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
157	Debating Moral Education: Rethinking the Role of the Modern University	9780822346203.0	9780822391593.0							http://doi.org/10.1215/9780822391593	Kiss, Elizabeth			fulltext		Duke University Press	Monograph	2010.0	2009.0						P	Available
158	Tours of Vietnam: War, Travel Guides, and Memory	9780822344148.0	9780822392354.0							http://doi.org/10.1215/9780822392354	Laderman, Scott			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
159	Expecting Pears from an Elm Tree: Franciscan Missions on the Chiriguano Frontier in the Heart of South America, 1830&ndash;1949	9780822345046.0	9780822390916.0							http://doi.org/10.1215/9780822390916	Langer, Erick			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
160	Hold On to Your Dreams: Arthur Russell and the Downtown Music Scene, 1973-1992	9780822344858.0	9780822390855.0							http://doi.org/10.1215/9780822390855	Lawrence, Tim			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
161	Translating Time: Cinema, the Fantastic, and Temporal Critique	9780822345107.0	9780822390992.0							http://doi.org/10.1215/9780822390992	Lim, Bliss			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
162	The Un-Americans: Jews, the Blacklist, and Stoolpigeon Culture	9780822344841.0	9780822390848.0							http://doi.org/10.1215/9780822390848	Litvak, Joseph			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
163	Religion at the Corner of Bliss and Nirvana: Politics, Identity, and Faith in New Migrant Communities	9780822345473.0	9780822391166.0							http://doi.org/10.1215/9780822391166	Lorentzen, Lois			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
164	Liberalization's Children: Gender, Youth, and Consumer Citizenship in Globalizing India	9780822345671.0	9780822391241.0							http://doi.org/10.1215/9780822391241	Lukose, Ritty			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
165	Missing: Youth, Citizenship, and Empire after 9/11	9780822344094.0	9780822392385.0							http://doi.org/10.1215/9780822392385	Maira, Sunaina			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
166	Marriage and Modernity: Family Values in Colonial Bengal	9780822344780.0	9780822390800.0							http://doi.org/10.1215/9780822390800	Majumdar, Rochona			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
167	La Patria del Criollo: An Interpretation of Colonial Guatemala	9780822344155.0	9780822392064.0							http://doi.org/10.1215/9780822392064	Martínez Peláez, Severo			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
168	Ugly Stories of the Peruvian Agrarian Reform	9780822344698.0	9780822390718.0							http://doi.org/10.1215/9780822390718	Mayer, Enrique			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
169	Land of Necessity: Consumer Culture in the United StatesMexico Borderlands	9780822344759.0	9780822390787.0							http://doi.org/10.1215/9780822390787	McCrossen, Alexis			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
170	Blazing Cane: Sugar Communities, Class, and State Formation in Cuba, 1868&ndash;1959	9780822345428.0	9780822391050.0							http://doi.org/10.1215/9780822391050	McGillivray, Gillian			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
171	The Edge of Islam: Power, Personhood, and Ethnoreligious Boundaries on the Kenya Coast	9780822345091.0	9780822390961.0							http://doi.org/10.1215/9780822390961	McIntosh, Janet			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
172	Cosmopolitan Archaeologies	9780822344445.0	9780822392422.0							http://doi.org/10.1215/9780822392422	Meskell, Lynn			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
173	Children of Fate: Childhood, Class, and the State in Chile, 1850&ndash;1930	9780822345749.0	9780822391296.0							http://doi.org/10.1215/9780822391296	Milanich, Nara			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
174	Slaves to Fashion: Black Dandyism and the Styling of Black Diasporic Identity	9780822346036.0	9780822391517.0							http://doi.org/10.1215/9780822391517	Miller, Monica			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
175	Blood and Culture: Youth, Right-Wing Extremism, and National Belonging in Contemporary Germany<BR>	9780822345442.0	9780822391142.0							http://doi.org/10.1215/9780822391142	Miller-Idriss, Cynthia			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
176	The Real Hiphop: Battling for Knowledge, Power, and Respect in the LA Underground	9780822343851.0	9780822392125.0							http://doi.org/10.1215/9780822392125	Morgan, Marcyliena			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
177	Photographies East: The Camera and Its Histories in East and Southeast Asia	9780822342052.0	9780822391821.0							http://doi.org/10.1215/9780822391821	Morris, Rosalind			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
178	Looking for Mexico: Modern Visual Culture and National Identity	9780822344438.0	9780822392200.0							http://doi.org/10.1215/9780822392200	Mraz, John			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
179	Homophobias: Lust and Loathing across Time and Space	9780822345985.0	9780822391395.0							http://doi.org/10.1215/9780822391395	Murray, David			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
180	The Labor of Job: The Biblical Text as a Parable of Human Labor	9780822346340.0	9780822392019.0							http://doi.org/10.1215/9780822392019	Negri, Antonio			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
181	Reckoning: The Ends of War in Guatemala	9780822343417.0	9780822389408.0							http://doi.org/10.1215/9780822389408	Nelson, Diane			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
182	Globalization and the Post-Creole Imagination: Notes on Fleeing the Plantation	9780822344414.0	9780822392453.0							http://doi.org/10.1215/9780822392453	Northover, Patricia			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
183	Imperial Subjects: Race and Identity in Colonial Latin America	9780822344209.0	9780822392101.0							http://doi.org/10.1215/9780822392101	O'Hara, Matthew			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
184	Crisis and Capitalism in Contemporary Argentine Cinema	9780822344728.0	9780822390756.0							http://doi.org/10.1215/9780822390756	Page, Joanna			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
185	The Political Life of Sensation	9780822344797.0	9780822390817.0							http://doi.org/10.1215/9780822390817	Panagia, Davide			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
186	Crooked Stalks: Cultivating Virtue in South India	9780822345312.0	9780822391012.0							http://doi.org/10.1215/9780822391012	Pandian, Anand			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
187	Selenidad: Selena, Latinos, and the Performance of Memory	9780822345022.0	9780822390893.0							http://doi.org/10.1215/9780822390893	Paredez, Deborah			fulltext		Duke University Press	Monograph	2009.0	2009.0						P	Available
