publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Harmonic mappings between Riemannian manifolds	0-86784-403-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/harmonic-mappings-between-riemannian-manifolds/toc/pcma/1416337651	Jost	euclid.pcma/1416337651		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984	41961.0	4			euclid.pcma/1328-5076		F
Basic Theory of One-Parameter Semigroups	0-86784-202-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/basic-theory-of-one-parameter-semigroups/toc/pcma/1416337710	Robinson	euclid.pcma/1416337710		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1982	41961.0	2			euclid.pcma/1328-5076		F
Workshop/Miniconference on Functional Analysis and Optimization	0-7315-0430-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/workshop-miniconference-on-functional-analysis-and-optimization/toc/pcma/1416340096		euclid.pcma/1416340096		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1988	41961.0	20		Fitzpatrick	euclid.pcma/1328-5076		F
Spectral perturbation and approximation with numerical experiements	0-86784-516-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/spectral-perturbation-and-approximation-with-numerical-experiements/toc/pcma/1416340411	Limaye	euclid.pcma/1416340411		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987	41961.0	13			euclid.pcma/1328-5076		F
Miniconference on Partial Differential Equations	0-86784-123-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-partial-differential-equations/toc/pcma/1416340502		euclid.pcma/1416340502		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1982	41961.0	1		Price	euclid.pcma/1328-5076		F
Miniconference on Geometry and Physics	0-7315-0435-6								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-geometry-and-physics/toc/pcma/1416406249		euclid.pcma/1416406249		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989	41962.0	22		Barber	euclid.pcma/1328-5076		F
Lectures on Geometric Measure Theory	0-86784-429-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/lectures-on-geometric-measure-theory/toc/pcma/1416406261	Simon	euclid.pcma/1416406261		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984	41962.0	3			euclid.pcma/1328-5076		F
AMSI International Conference on Harmonic Analysis and Applications									https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/amsi-international-conference-on-harmonic-analysis-and-applications/toc/pcma/1417630501		euclid.pcma/1417630501		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2013	41976.0	45		Duong	euclid.pcma/1328-5076		F
Proceedings of the 2014 Maui and 2015 Qinhuangdao Conferences in Honour of Vaughan F.R. Jones 60th Birthday	978-0-6481056-0-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/proceedings-of-the-2014-maui-and-2015-qinhuangdao-conferences-in-honour-of-vaughan-f-r-jones-60th-birthday/toc/pcma/1487646020		euclid.pcma/1487646020		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2017	42787.0	46		Morrison	euclid.pcma/1328-5076		F
Proceedings of the International Conference on Geometry, Integrability and Quantization	1314-3247	2367-7147							https://projecteuclid.org/proceedings/proceedings-of-the-international-conference-on-geometry-integrability-and-quantization		euclid.pgiq/1314-3247		fulltext	Volumes older than 5 years are open.	Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Serial								P
Proceedings of the International Conference on Geometry, Integrability and Quantization	954-90618-1-7								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1433524872		euclid.pgiq/1433524872		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2000	42931.0	1		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Second International Conference on Geometry, Integrability and Quantization	954-90618-2-5								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-second-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1433528461		euclid.pgiq/1433528461		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2001	42931.0	2		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Third International Conference on Geometry, Integrability and Quantization	954-90618-3-3								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-third-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434145459		euclid.pgiq/1434145459		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2002	43175.0	3		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Fifth International Conference on Geometry, Integrability and Quantization	954-84952-8-7								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fifth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434147914		euclid.pgiq/1434147914		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2004	43175.0	5		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Sixth International Conference on Geometry, Integrability and Quantization	954-84952-9-5								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-sixth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434148341		euclid.pgiq/1434148341		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2005	43175.0	6		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Fourth International Conference on Geometry, Integrability and Quantization	954-90618-4-1								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fourth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434148593		euclid.pgiq/1434148593		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2003	43175.0	4		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Seventh International Conference on Geometry, Integrability and Quantization	954-8495-30-9								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-seventh-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436792586		euclid.pgiq/1436792586		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2006	43175.0	7		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Eighth International Conference on Geometry, Integrability and Quantization	978-954-8495-37-0								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-eighth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436792818		euclid.pgiq/1436792818		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2007	43175.0	8		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Ninth International Conference on Geometry, Integrability and Quantization	978-954-8495-42-4								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-ninth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436793138		euclid.pgiq/1436793138		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2008	43175.0	9		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Tenth International Conference on Geometry, Integrability and Quantization	978-954-323-531-5								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-tenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436793433		euclid.pgiq/1436793433		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2009	43175.0	10		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Eleventh International Conference on Geometry, Integrability and Quantization	978-954-323-714-2								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-eleventh-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436794517		euclid.pgiq/1436794517		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2010	43175.0	11		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Fourteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fourteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436795007		euclid.pgiq/1436795007		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2013	43175.0	14		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Thirteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-thirteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815514		euclid.pgiq/1436815514		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2012	43175.0	13		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Twelfth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-twelfth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815612		euclid.pgiq/1436815612		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2011	43175.0	12		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Fifteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fifteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815698		euclid.pgiq/1436815698		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2014	42928.0	15		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Sixteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-sixteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815733		euclid.pgiq/1436815733		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2015	43175.0	16		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Seventeenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-seventeenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1450194149		euclid.pgiq/1450194149		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2016	43175.0	17		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Eighteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-eighteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1484362813		euclid.pgiq/1484362813		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2017	43175.0	18		Mladenov	euclid.pgiq/1314-3247		P
Proceedings of the Nineteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-nineteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1513998413		euclid.pgiq/1513998413		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2018	43175.0	19		Mladenov	euclid.pgiq/1314-3247		P
Proceedings of the Twentieth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-twentieth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1545361482		euclid.pgiq/1545361482		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2019	43455.0	20		Mladenov	euclid.pgiq/1314-3247		P
Proceedings of the Twenty-First International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-twenty-first-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1602640821		euclid.pgiq/160264		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2020		21		Mladenov	euclid.pgiq/1314-3247		P
Proceedings of the Japan Academy, Series A, Mathematical Sciences	0386-2194		1977-04	53.0	1				https://projecteuclid.org/journals/proceedings-of-the-japan-academy-series-a-mathematical-sciences		proceedings-of-the-japan-academy-series-a-mathematical-sciences		fulltext	All content is open.	The Japan Academy	Serial							euclid.pja/0021-4280	F
Pacific Journal of Mathematics	0030-8730		1951	1.0	1	1996-01-01	176.0	2	https://projecteuclid.org/journals/pacific-journal-of-mathematics		pacific-journal-of-mathematics		fulltext	All content is open.	Pacific Journal of Mathematics, A Non-profit Corporation	Serial								F
Perspectives in Logic			1975			1998-01-01			https://projecteuclid.org/ebooks/perspectives-in-logic		euclid.pl		fulltext	All content is open.	Association for Symbolic Logic	Serial								F
Fundamentals of Stability Theory	3-540-15298-9								https://projecteuclid.org/ebooks/perspectives-in-logic/fundamentals-of-stability-theory/toc/pl/1235414194	Baldwin	euclid.pl/1235414194		fulltext		Association for Symbolic Logic	Monograph	1988	39867.0	12			euclid.pl		F
Degrees of Unsolvability: Local and Global Theory	3-540-12155-2								https://projecteuclid.org/ebooks/perspectives-in-logic/degrees-of-unsolvability-local-and-global-theory/toc/pl/1235414874	Lerman	euclid.pl/1235414874		fulltext		Association for Symbolic Logic	Monograph	1983	39867.0	11			euclid.pl		F
General Recursion Theory: An Axiomatic Approach	3-540-09349-4								https://projecteuclid.org/ebooks/perspectives-in-logic/general-recursion-theory-an-axiomatic-approach/toc/pl/1235415280	Fenstad	euclid.pl/1235415280		fulltext		Association for Symbolic Logic	Monograph	1980	39867.0	10			euclid.pl		F
Recursion-Theoretic Hierarchies	3-540-07904-1								https://projecteuclid.org/ebooks/perspectives-in-logic/recursion-theoretic-hierarchies/toc/pl/1235415519	Hinman	euclid.pl/1235415519		fulltext		Association for Symbolic Logic	Monograph	1978	39867.0	9			euclid.pl		F
Model-Theoretic Logics	0-387-90936-2								https://projecteuclid.org/ebooks/perspectives-in-logic/model-theoretic-logics/toc/pl/1235417263		euclid.pl/1235417263		fulltext		Association for Symbolic Logic	Monograph	1985	39867.0	8		Barwise	euclid.pl		F
Admissible Sets and Structures: An Approach to Definability Theory	3-540-07451-1								https://projecteuclid.org/ebooks/perspectives-in-logic/admissible-sets-and-structures-an-approach-to-definability-theory/toc/pl/1235418470	Barwise	euclid.pl/1235418470		fulltext		Association for Symbolic Logic	Monograph	1975	39867.0	7			euclid.pl		F
Constructibility	3-540-13258-9								https://projecteuclid.org/ebooks/perspectives-in-logic/constructibility/toc/pl/1235419477	Devlin	euclid.pl/1235419477		fulltext		Association for Symbolic Logic	Monograph	1984	39867.0	6			euclid.pl		F
Proper and Improper Forcing	3-540-51700-6								https://projecteuclid.org/ebooks/perspectives-in-logic/proper-and-improper-forcing/toc/pl/1235419814	Shelah	euclid.pl/1235419814		fulltext		Association for Symbolic Logic	Monograph	1998	39867.0	5			euclid.pl		F
Essential Stability Theory	3-540-61011-1								https://projecteuclid.org/ebooks/perspectives-in-logic/essential-stability-theory/toc/pl/1235420888	Buechler	euclid.pl/1235420888		fulltext		Association for Symbolic Logic	Monograph	1996	39867.0	4			euclid.pl		F
Metamathematics of First-Order Arithmetic	3-540-63648-X								https://projecteuclid.org/ebooks/perspectives-in-logic/metamathematics-of-first-order-arithmetic/toc/pl/1235421926	Hájek	euclid.pl/1235421926		fulltext		Association for Symbolic Logic	Monograph	1998	39867.0	3			euclid.pl		F
Higher Recursion Theory	3-540-19305-7								https://projecteuclid.org/ebooks/perspectives-in-logic/higher-recursion-theory/toc/pl/1235422631	Sacks	euclid.pl/1235422631		fulltext		Association for Symbolic Logic	Monograph	1990	39867.0	2			euclid.pl		F
Computability in Analysis and Physics	3-540-50035-9								https://projecteuclid.org/ebooks/perspectives-in-logic/computability-in-analysis-and-physics/toc/pl/1235422916	Pour-El	euclid.pl/1235422916		fulltext		Association for Symbolic Logic	Monograph	1989	39867.0	1			euclid.pl		F
Publicacions Matemàtiques	0214-1493	2014-4350	2007	51.0	2				https://projecteuclid.org/journals/publicacions-matematiques		publicacions-matematiques		fulltext	Articles older than 5 years are open.	Universitat Autònoma de Barcelona, Departament de Matemàtiques	Serial								P
Probability Surveys		1549-5787	2004	1.0					https://projecteuclid.org/journals/probability-surveys		probability-surveys		fulltext	All content is open.	Institute of Mathematical Statistics and Bernoulli Society	Serial								F
Real Analysis Exchange	0147-1937	1930-1219	1995	21.0	1				https://projecteuclid.org/journals/real-analysis-exchange		real-analysis-exchange		fulltext	Articles older than 5 years are open.	Michigan State University Press	Serial								P
Revista Matemática Iberoamericana	0213-2230		2002-03	18.0	1	2011-09-01	27.0	3	https://projecteuclid.org/journals/revista-matematica-iberoamericana		revista-matematica-iberoamericana		fulltext	Articles older than 5 years are open.	Real Sociedad Matemática Española	Serial								F
Rocky Mountain Journal of Mathematics	0035-7596		1971	1.0	1				https://projecteuclid.org/journals/rocky-mountain-journal-of-mathematics		rocky-mountain-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Rocky Mountain Mathematics Consortium	Serial								P
Review of Modern Logic	1943-7404	1945-2586	2001-11	9.0	1-2	2007-01-01	11.0	1-2	https://projecteuclid.org/journals/review-of-modern-logic		review-of-modern-logic		fulltext	Articles older than 5 years are open.	The Review of Modern Logic	Serial							euclid.rml/1047-5982	F
SPAS Book Series, Collection A									https://projecteuclid.org/ebooks/spas-book-series-collection-a		euclid.spaseds		fulltext	All content is open.	Statistics and Probability African Society	Serial								F
A Collection of Papers in Mathematics and Related Sciences: A Festschrift in Honour of the Late Galaye Dia	978-2-9559183-0-2								https://projecteuclid.org/ebooks/spas-book-series-collection-a/a-collection-of-papers-in-mathematics-and-related-sciences/toc/10.16929/sbs/2018.100		euclid.spaseds/156950		fulltext		Statistics and Probability African Society	Monograph	2018	43734.0	1		Hamet Seydi	euclid.spaseds		F
Statistical Science	0883-4237	2168-8745	1986-02	1.0	1				https://projecteuclid.org/journals/statistical-science		statistical-science		fulltext	Articles older than 3 years are open.	Institute of Mathematical Statistics	Serial								P
Statistics Surveys	1935-7516		2007	1.0					https://projecteuclid.org/journals/statistics-surveys		statistics-surveys		fulltext	All content is open.	Amer. Statist. Assoc., the Bernoulli Soc., the Inst. Math. Statist., and the Statist. Soc. Canada	Serial								F
Stochastic Systems		1946-5238	2011	1.0	1	2017-01-01	7.0	2	https://projecteuclid.org/journals/stochastic-systems		stochastic-systems		fulltext	All content is open.	INFORMS Applied Probability Society	Serial								F
Tbilisi Mathematical Journal	1875-158X	1512-0139	2008	1.0					https://projecteuclid.org/journals/tbilisi-mathematical-journal		tbilisi-mathematical-journal		fulltext	Articles older than 5 years are open.	Tbilisi Centre for Mathematical Sciences	Serial								P
Tokyo Journal of Mathematics	0387-3870		1978-06	1.0	1				https://projecteuclid.org/journals/tokyo-journal-of-mathematics		tokyo-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Publication Committee for the Tokyo Journal of Mathematics	Serial								P
Tsukuba Journal of Mathematics	0387-4982	2423-821X	1977-12	1.0					https://projecteuclid.org/journals/tsukuba-journal-of-mathematics		tsukuba-journal-of-mathematics		fulltext	Articles older than 5 years are open.	University of Tsukuba, Institute of Mathematics	Serial								P
Tohoku Mathematical Journal	0040-8735	2186-585X	1949	1.0	1				https://projecteuclid.org/journals/tohoku-mathematical-journal		tohoku-mathematical-journal		fulltext	Articles older than 5 years are open.	Tohoku University, Mathematical Institute	Serial								P
Topological Methods in Nonlinear Analysis	1230-3429		1993	1.0	1				https://projecteuclid.org/journals/topological-methods-in-nonlinear-analysis		topological-methods-in-nonlinear-analysis		fulltext	Articles older than 5 years are open.	Nicolaus Copernicus University, Juliusz P. Schauder Centre for Nonlinear Studies	Serial								P
Tunisian Journal of Mathematics	2576-7658	2576-7666	2019	1.0	1				https://projecteuclid.org/journals/tunisian-journal-of-mathematics		tunisian-journal-of-mathematics		fulltext	Articles older than 5 years are open.	MSP	Serial								P
Taiwanese Journal of Mathematics	1027-5487	2224-6851	1997	1.0	1				https://projecteuclid.org/journals/taiwanese-journal-of-mathematics		taiwanese-journal-of-mathematics		fulltext	All content is open.	Mathematical Society of the Republic of China	Serial								F
